"","VTD","D","G","L","R","W","winner","winningvotes","totalvotes","winningpercent","dpercent","gpercent","lpercent","rpercent","wpercent"
"284","0176",2340,45,170,1602,71,"D",2340,4157,0.56,0.56,0.01,0.04,0.39,0.02
"285","0177",1710,23,140,2026,45,"R",2026,3899,0.52,0.44,0.01,0.04,0.52,0.01
"286","0177A",169,2,3,52,1,"D",169,226,0.75,0.75,0.01,0.01,0.23,0
"287","0177B",39,1,1,12,1,"D",39,53,0.74,0.74,0.02,0.02,0.23,0.02
"288","0178",1941,29,204,4511,114,"R",4511,6685,0.67,0.29,0,0.03,0.67,0.02
"289","0179",1655,38,157,2971,66,"R",2971,4821,0.62,0.34,0.01,0.03,0.62,0.01
"290","017B",15,1,4,237,2,"R",237,257,0.92,0.06,0,0.02,0.92,0.01
"291","0180",2075,34,67,392,10,"D",2075,2568,0.81,0.81,0.01,0.03,0.15,0
"292","0181",1602,29,88,1389,25,"D",1602,3108,0.52,0.52,0.01,0.03,0.45,0.01
"293","0182",3250,48,306,2905,97,"D",3250,6509,0.5,0.5,0.01,0.05,0.45,0.01
"294","0183",1086,20,77,998,24,"D",1086,2181,0.5,0.5,0.01,0.04,0.46,0.01
"295","0184",369,7,8,130,2,"D",369,514,0.72,0.72,0.01,0.02,0.25,0
"296","0185",1709,38,98,818,25,"D",1709,2663,0.64,0.64,0.01,0.04,0.31,0.01
"297","0186",1742,23,117,906,51,"D",1742,2788,0.62,0.62,0.01,0.04,0.32,0.02
"298","0187",881,11,23,590,4,"D",881,1505,0.59,0.59,0.01,0.02,0.39,0
"299","0188",1169,17,46,715,10,"D",1169,1947,0.6,0.6,0.01,0.02,0.37,0.01
"300","0189",2051,31,196,1712,73,"D",2051,3990,0.51,0.51,0.01,0.05,0.43,0.02
"301","0190",2243,49,238,2029,84,"D",2243,4559,0.49,0.49,0.01,0.05,0.45,0.02
"302","0191",574,21,25,425,3,"D",574,1045,0.55,0.55,0.02,0.02,0.41,0
"303","0192",1303,18,51,1095,10,"D",1303,2467,0.53,0.53,0.01,0.02,0.44,0
"304","0193",1261,26,104,1565,27,"R",1565,2956,0.53,0.43,0.01,0.04,0.53,0.01
"305","0194",1192,25,50,316,10,"D",1192,1583,0.75,0.75,0.02,0.03,0.2,0.01
"306","0194A",480,4,14,282,3,"D",480,780,0.62,0.62,0.01,0.02,0.36,0
"307","0194B",55,1,3,32,1,"D",55,91,0.6,0.6,0.01,0.03,0.35,0.01
"308","0194C",23,1,1,14,0,"D",23,39,0.59,0.59,0.03,0.03,0.36,0
"309","0194D",40,1,1,24,1,"D",40,66,0.61,0.61,0.02,0.02,0.36,0.02
"310","0195",1150,19,51,722,10,"D",1150,1942,0.59,0.59,0.01,0.03,0.37,0.01
"311","0196",809,11,61,836,29,"R",836,1717,0.49,0.47,0.01,0.04,0.49,0.02
"312","0197",2647,43,104,1202,43,"D",2647,3996,0.66,0.66,0.01,0.03,0.3,0.01
"313","0197A",418,4,43,336,9,"D",418,801,0.52,0.52,0,0.05,0.42,0.01
"314","0198",1554,42,174,1268,61,"D",1554,3038,0.51,0.51,0.01,0.06,0.42,0.02
"315","0198A",64,1,2,23,1,"D",64,90,0.71,0.71,0.01,0.02,0.26,0.01
"316","0198B",43,0,1,15,0,"D",43,59,0.73,0.73,0,0.02,0.25,0
"317","0198C",36,1,1,12,0,"D",36,50,0.72,0.72,0.02,0.02,0.24,0
"318","0198D",49,1,1,17,1,"D",49,68,0.72,0.72,0.01,0.01,0.25,0.01
"319","0198E",23,0,0,8,0,"D",23,31,0.74,0.74,0,0,0.26,0
"320","0199",1421,40,160,3008,51,"R",3008,4629,0.65,0.31,0.01,0.03,0.65,0.01
"321","01CR",193,8,31,1344,4,"R",1344,1576,0.85,0.12,0.01,0.02,0.85,0
"322","01MN",152,2,16,540,1,"R",540,710,0.76,0.21,0,0.02,0.76,0
"323","01SE",394,4,9,317,0,"D",394,724,0.54,0.54,0.01,0.01,0.44,0
"324","01SW",97,2,12,695,0,"R",695,806,0.86,0.12,0,0.01,0.86,0
"325","01TC",267,7,28,1347,4,"R",1347,1649,0.82,0.16,0,0.02,0.82,0
"326","02-1",30,1,2,233,0,"R",233,266,0.88,0.11,0,0.01,0.88,0
"327","02-2",322,7,45,1846,4,"R",1846,2220,0.83,0.15,0,0.02,0.83,0
"328","02-3",332,12,38,1512,4,"R",1512,1894,0.8,0.18,0.01,0.02,0.8,0
"329","0200",6028,132,345,2972,52,"D",6028,9477,0.64,0.64,0.01,0.04,0.31,0.01
"330","0201",9841,198,1155,24267,293,"R",24267,35461,0.68,0.28,0.01,0.03,0.68,0.01
"331","0201A",126,2,10,268,1,"R",268,406,0.66,0.31,0,0.02,0.66,0
"332","0201B",1,0,0,2,0,"R",2,3,0.67,0.33,0,0,0.67,0
"333","0202",9445,194,862,20773,177,"R",20773,31274,0.66,0.3,0.01,0.03,0.66,0.01
"334","0203",8016,147,689,17528,183,"R",17528,26380,0.66,0.3,0.01,0.03,0.66,0.01
"335","0203A",811,20,116,3174,16,"R",3174,4121,0.77,0.2,0,0.03,0.77,0
"336","0204",7323,138,845,15266,261,"R",15266,23572,0.65,0.31,0.01,0.04,0.65,0.01
"337","0205",8099,156,731,17216,181,"R",17216,26202,0.66,0.31,0.01,0.03,0.66,0.01
"338","0205A",384,9,34,1939,27,"R",1939,2366,0.82,0.16,0,0.01,0.82,0.01
"339","0206",7625,172,826,15207,194,"R",15207,23830,0.64,0.32,0.01,0.03,0.64,0.01
"340","0207",8362,189,897,14526,221,"R",14526,23974,0.61,0.35,0.01,0.04,0.61,0.01
"341","0207A",22,1,6,230,3,"R",230,259,0.89,0.08,0,0.02,0.89,0.01
"342","0207B",0,0,0,1,0,"R",1,1,1,0,0,0,1,0
"343","0208",9723,208,808,12138,151,"R",12138,22877,0.53,0.43,0.01,0.04,0.53,0.01
"344","0209",3328,69,309,4171,103,"R",4171,7877,0.53,0.42,0.01,0.04,0.53,0.01
"345","020E",16,0,2,119,0,"R",119,137,0.87,0.12,0,0.01,0.87,0
"346","0210",5458,89,408,6644,84,"R",6644,12599,0.53,0.43,0.01,0.03,0.53,0.01
"347","0211",4246,84,351,5221,119,"R",5221,9902,0.53,0.43,0.01,0.04,0.53,0.01
"348","0212",4906,69,376,6365,109,"R",6365,11716,0.54,0.42,0.01,0.03,0.54,0.01
"349","0213",3442,55,370,8302,151,"R",8302,12169,0.68,0.28,0,0.03,0.68,0.01
"350","0214",3199,66,322,6596,99,"R",6596,10183,0.65,0.31,0.01,0.03,0.65,0.01
"351","0215",4641,108,462,10443,100,"R",10443,15654,0.67,0.3,0.01,0.03,0.67,0.01
"352","0216",3440,81,263,2547,59,"D",3440,6331,0.54,0.54,0.01,0.04,0.4,0.01
"353","0217",2309,48,172,2184,26,"D",2309,4713,0.49,0.49,0.01,0.04,0.46,0.01
"354","0218",6860,184,486,3175,97,"D",6860,10705,0.64,0.64,0.02,0.05,0.3,0.01
"355","0219",4002,71,175,1721,38,"D",4002,5969,0.67,0.67,0.01,0.03,0.29,0.01
"356","0220",3617,64,339,6258,47,"R",6258,10278,0.61,0.35,0.01,0.03,0.61,0
"357","0221",3955,75,308,3654,54,"D",3955,7992,0.49,0.49,0.01,0.04,0.46,0.01
"358","0222",3312,74,282,3793,55,"R",3793,7461,0.51,0.44,0.01,0.04,0.51,0.01
"359","0223",3976,86,257,2264,53,"D",3976,6583,0.6,0.6,0.01,0.04,0.34,0.01
"360","0224",4365,111,437,4564,68,"R",4564,9477,0.48,0.46,0.01,0.05,0.48,0.01
"361","0225",4048,80,344,4586,58,"R",4586,9058,0.51,0.45,0.01,0.04,0.51,0.01
"362","0226",3666,63,216,2658,31,"D",3666,6603,0.56,0.56,0.01,0.03,0.4,0
"363","0227",4239,68,284,5936,61,"R",5936,10527,0.56,0.4,0.01,0.03,0.56,0.01
"364","0228",6955,133,555,7776,110,"R",7776,15419,0.5,0.45,0.01,0.04,0.5,0.01
"365","0229",2064,53,138,791,33,"D",2064,3046,0.68,0.68,0.02,0.05,0.26,0.01
"366","0230",2148,55,301,5442,52,"R",5442,7946,0.68,0.27,0.01,0.04,0.68,0.01
"367","0231",3764,45,178,1370,49,"D",3764,5357,0.7,0.7,0.01,0.03,0.26,0.01
"368","0232",4217,74,387,4686,50,"R",4686,9364,0.5,0.45,0.01,0.04,0.5,0.01
"369","0233",3342,48,333,2294,62,"D",3342,6017,0.56,0.56,0.01,0.06,0.38,0.01
"370","0234",3135,47,206,3199,47,"R",3199,6587,0.49,0.48,0.01,0.03,0.49,0.01
"371","0235",2651,72,121,860,16,"D",2651,3704,0.72,0.72,0.02,0.03,0.23,0
"372","0236",3293,55,148,935,38,"D",3293,4431,0.74,0.74,0.01,0.03,0.21,0.01
"373","0237",2697,19,114,684,19,"D",2697,3514,0.77,0.77,0.01,0.03,0.19,0.01
"374","0238",2457,43,135,522,32,"D",2457,3157,0.78,0.78,0.01,0.04,0.17,0.01
"375","0239",4607,73,145,1317,55,"D",4607,6142,0.75,0.75,0.01,0.02,0.21,0.01
"376","0240",2135,22,93,1009,14,"D",2135,3259,0.66,0.66,0.01,0.03,0.31,0
"377","0241",2420,37,196,3073,43,"R",3073,5726,0.54,0.42,0.01,0.03,0.54,0.01
"378","0242",3890,90,200,906,51,"D",3890,5086,0.76,0.76,0.02,0.04,0.18,0.01
"379","0243",1363,10,82,339,17,"D",1363,1794,0.76,0.76,0.01,0.05,0.19,0.01
"380","0244",2631,59,224,2154,41,"D",2631,5068,0.52,0.52,0.01,0.04,0.43,0.01
"381","0245",1576,38,204,2842,22,"R",2842,4660,0.61,0.34,0.01,0.04,0.61,0
"382","0245A",85,0,3,17,1,"D",85,105,0.81,0.81,0,0.03,0.16,0.01
"383","0245B",15,0,1,3,1,"D",15,19,0.79,0.79,0,0.05,0.16,0.05
"384","0246",1955,42,135,1896,34,"D",1955,4028,0.49,0.49,0.01,0.03,0.47,0.01
"385","0247",1164,10,26,287,4,"D",1164,1487,0.78,0.78,0.01,0.02,0.19,0
"386","0248",1997,58,88,503,13,"D",1997,2646,0.75,0.75,0.02,0.03,0.19,0
"387","0249",2177,46,149,1560,26,"D",2177,3932,0.55,0.55,0.01,0.04,0.4,0.01
"388","024BA",46,1,1,32,0,"D",46,80,0.57,0.57,0.01,0.01,0.4,0
"389","0250",3617,77,206,1488,28,"D",3617,5388,0.67,0.67,0.01,0.04,0.28,0.01
"390","0251",2825,44,135,607,26,"D",2825,3611,0.78,0.78,0.01,0.04,0.17,0.01
"391","0252",2655,44,102,456,11,"D",2655,3257,0.82,0.82,0.01,0.03,0.14,0
"392","0252A",971,19,19,221,12,"D",971,1230,0.79,0.79,0.02,0.02,0.18,0.01
"393","0252B",10,0,0,2,0,"D",10,12,0.83,0.83,0,0,0.17,0
"394","0252C",51,1,1,11,0,"D",51,64,0.8,0.8,0.02,0.02,0.17,0
"395","0253",3917,59,359,3039,100,"D",3917,7374,0.53,0.53,0.01,0.05,0.41,0.01
"396","0254",3026,71,313,1902,61,"D",3026,5312,0.57,0.57,0.01,0.06,0.36,0.01
"397","0255",1990,37,129,1933,43,"D",1990,4089,0.49,0.49,0.01,0.03,0.47,0.01
"398","0256",2296,56,134,1238,22,"D",2296,3724,0.62,0.62,0.02,0.04,0.33,0.01
"399","0257",1390,20,34,356,2,"D",1390,1800,0.77,0.77,0.01,0.02,0.2,0
"400","0258",2253,48,193,3231,33,"R",3231,5725,0.56,0.39,0.01,0.03,0.56,0.01
"401","0259",4124,83,351,2603,107,"D",4124,7161,0.58,0.58,0.01,0.05,0.36,0.01
"402","0260",962,23,53,471,5,"D",962,1509,0.64,0.64,0.02,0.04,0.31,0
"403","0261",679,10,14,237,5,"D",679,940,0.72,0.72,0.01,0.01,0.25,0.01
"404","0262",3491,83,257,2056,49,"D",3491,5887,0.59,0.59,0.01,0.04,0.35,0.01
"405","0263",3450,86,407,5352,109,"R",5352,9295,0.58,0.37,0.01,0.04,0.58,0.01
"406","0264",1857,35,197,2341,57,"R",2341,4430,0.53,0.42,0.01,0.04,0.53,0.01
"407","0265",906,16,74,1522,15,"R",1522,2518,0.6,0.36,0.01,0.03,0.6,0.01
"408","0266",2708,60,202,1796,55,"D",2708,4766,0.57,0.57,0.01,0.04,0.38,0.01
"409","0267",2339,60,187,1786,75,"D",2339,4372,0.53,0.53,0.01,0.04,0.41,0.02
"410","0268",1557,27,113,954,19,"D",1557,2651,0.59,0.59,0.01,0.04,0.36,0.01
"411","0269",494,5,44,1059,10,"R",1059,1602,0.66,0.31,0,0.03,0.66,0.01
"412","0270",1252,27,77,1088,14,"D",1252,2444,0.51,0.51,0.01,0.03,0.45,0.01
"413","0271",1417,9,11,29,0,"D",1417,1466,0.97,0.97,0.01,0.01,0.02,0
"414","0272",819,15,44,375,3,"D",819,1253,0.65,0.65,0.01,0.04,0.3,0
"415","0273",3190,62,263,2330,52,"D",3190,5845,0.55,0.55,0.01,0.04,0.4,0.01
"416","0274",4143,126,315,2376,90,"D",4143,6960,0.6,0.6,0.02,0.05,0.34,0.01
"417","0275",4102,111,194,1146,57,"D",4102,5553,0.74,0.74,0.02,0.03,0.21,0.01
"418","0276",1787,20,63,746,5,"D",1787,2616,0.68,0.68,0.01,0.02,0.29,0
"419","0277",6005,147,482,4470,136,"D",6005,11104,0.54,0.54,0.01,0.04,0.4,0.01
"420","0278",2736,90,300,3705,103,"R",3705,6831,0.54,0.4,0.01,0.04,0.54,0.02
"421","0279",548,10,64,1178,4,"R",1178,1800,0.65,0.3,0.01,0.04,0.65,0
"422","0280",584,10,23,257,2,"D",584,874,0.67,0.67,0.01,0.03,0.29,0
"423","0281",1144,15,62,738,11,"D",1144,1959,0.58,0.58,0.01,0.03,0.38,0.01
"424","0282",623,13,57,642,5,"R",642,1335,0.48,0.47,0.01,0.04,0.48,0
"425","0283",1926,56,250,2744,68,"R",2744,4976,0.55,0.39,0.01,0.05,0.55,0.01
"426","0283A",2870,40,68,410,7,"D",2870,3388,0.85,0.85,0.01,0.02,0.12,0
"427","0283B",31,0,0,3,0,"D",31,34,0.91,0.91,0,0,0.09,0
"428","0284",1409,25,56,617,5,"D",1409,2107,0.67,0.67,0.01,0.03,0.29,0
"429","0285",1356,13,12,107,1,"D",1356,1488,0.91,0.91,0.01,0.01,0.07,0
"430","0286",2007,28,29,161,1,"D",2007,2225,0.9,0.9,0.01,0.01,0.07,0
"431","0287",1993,53,233,2145,78,"R",2145,4424,0.48,0.45,0.01,0.05,0.48,0.02
"432","0288",1138,10,7,20,0,"D",1138,1175,0.97,0.97,0.01,0.01,0.02,0
"433","0289",506,6,26,278,3,"D",506,816,0.62,0.62,0.01,0.03,0.34,0
"434","0290",251,6,36,728,1,"R",728,1021,0.71,0.25,0.01,0.04,0.71,0
"435","0291",486,5,22,296,15,"D",486,809,0.6,0.6,0.01,0.03,0.37,0.02
"436","0292",624,5,10,73,1,"D",624,712,0.88,0.88,0.01,0.01,0.1,0
"437","0293",715,17,53,447,1,"D",715,1232,0.58,0.58,0.01,0.04,0.36,0
"438","0294",992,10,7,17,0,"D",992,1026,0.97,0.97,0.01,0.01,0.02,0
"439","0295",354,6,2,10,0,"D",354,372,0.95,0.95,0.02,0.01,0.03,0
"440","0296",523,13,26,494,5,"D",523,1056,0.5,0.5,0.01,0.02,0.47,0
"441","0297",685,19,25,323,1,"D",685,1052,0.65,0.65,0.02,0.02,0.31,0
"442","0298",762,20,52,620,7,"D",762,1454,0.52,0.52,0.01,0.04,0.43,0
"443","0299",489,11,20,195,2,"D",489,715,0.68,0.68,0.02,0.03,0.27,0
"444","03-1",90,1,5,634,0,"R",634,730,0.87,0.12,0,0.01,0.87,0
"445","03-2",274,5,24,1839,13,"R",1839,2142,0.86,0.13,0,0.01,0.86,0.01
"446","03-3",380,12,37,1611,12,"R",1611,2040,0.79,0.19,0.01,0.02,0.79,0.01
"447","03-5",108,1,9,99,1,"D",108,217,0.5,0.5,0,0.04,0.46,0
"448","0300",1731,38,197,4571,50,"R",4571,6537,0.7,0.26,0.01,0.03,0.7,0.01
"449","0301",7883,155,871,19012,169,"R",19012,27921,0.68,0.28,0.01,0.03,0.68,0.01
"450","0302",9285,208,1016,19209,231,"R",19209,29718,0.65,0.31,0.01,0.03,0.65,0.01
"451","0303",7947,146,737,17774,190,"R",17774,26604,0.67,0.3,0.01,0.03,0.67,0.01
"452","0304",7793,193,909,14473,225,"R",14473,23368,0.62,0.33,0.01,0.04,0.62,0.01
"453","0305",6271,144,736,14485,199,"R",14485,21636,0.67,0.29,0.01,0.03,0.67,0.01
"454","0306",7525,141,792,15629,158,"R",15629,24087,0.65,0.31,0.01,0.03,0.65,0.01
"455","0307",4610,125,555,12324,122,"R",12324,17614,0.7,0.26,0.01,0.03,0.7,0.01
"456","0308",5113,102,512,9349,90,"R",9349,15076,0.62,0.34,0.01,0.03,0.62,0.01
"457","0309",5785,109,524,9518,119,"R",9518,15936,0.6,0.36,0.01,0.03,0.6,0.01
"458","0310",4076,102,350,5408,65,"R",5408,9936,0.54,0.41,0.01,0.04,0.54,0.01
"459","0311",6588,158,421,6266,86,"D",6588,13433,0.49,0.49,0.01,0.03,0.47,0.01
"460","0312",4243,93,446,10114,118,"R",10114,14896,0.68,0.28,0.01,0.03,0.68,0.01
"461","0313",1425,30,146,2997,50,"R",2997,4598,0.65,0.31,0.01,0.03,0.65,0.01
"462","0314",7119,136,616,7886,106,"R",7886,15757,0.5,0.45,0.01,0.04,0.5,0.01
"463","0314A",73,0,10,559,0,"R",559,642,0.87,0.11,0,0.02,0.87,0
"464","0314B",6,0,0,51,0,"R",51,57,0.89,0.11,0,0,0.89,0
"465","0315",5753,139,645,8258,146,"R",8258,14795,0.56,0.39,0.01,0.04,0.56,0.01
"466","0316",2147,28,233,3396,58,"R",3396,5804,0.59,0.37,0,0.04,0.59,0.01
"467","0316A",784,12,30,301,0,"D",784,1127,0.7,0.7,0.01,0.03,0.27,0
"468","0317",3437,85,333,4739,113,"R",4739,8594,0.55,0.4,0.01,0.04,0.55,0.01
"469","0318",3226,44,138,4048,30,"R",4048,7456,0.54,0.43,0.01,0.02,0.54,0
"470","0319",2501,45,190,3769,18,"R",3769,6505,0.58,0.38,0.01,0.03,0.58,0
"471","0320",1523,30,128,4271,34,"R",4271,5952,0.72,0.26,0.01,0.02,0.72,0.01
"472","0321",1436,36,94,2587,21,"R",2587,4153,0.62,0.35,0.01,0.02,0.62,0.01
"473","0322",517,7,28,709,8,"R",709,1261,0.56,0.41,0.01,0.02,0.56,0.01
"474","0323",2241,54,214,4178,51,"R",4178,6687,0.62,0.34,0.01,0.03,0.62,0.01
"475","0324",3854,67,573,9717,103,"R",9717,14211,0.68,0.27,0,0.04,0.68,0.01
"476","0325",1804,46,200,5758,56,"R",5758,7808,0.74,0.23,0.01,0.03,0.74,0.01
"477","0326",1626,30,123,1986,24,"R",1986,3765,0.53,0.43,0.01,0.03,0.53,0.01
"478","0327",2735,23,181,2208,36,"D",2735,5147,0.53,0.53,0,0.04,0.43,0.01
"479","0328",2368,46,165,1020,40,"D",2368,3599,0.66,0.66,0.01,0.05,0.28,0.01
"480","0329",2637,36,229,1034,22,"D",2637,3936,0.67,0.67,0.01,0.06,0.26,0.01
"481","0330",4536,111,423,4297,99,"D",4536,9367,0.48,0.48,0.01,0.05,0.46,0.01
"482","0331",3582,44,297,2848,79,"D",3582,6771,0.53,0.53,0.01,0.04,0.42,0.01
"483","0332",5475,143,366,2492,102,"D",5475,8476,0.65,0.65,0.02,0.04,0.29,0.01
"484","0333",3011,84,271,3867,49,"R",3867,7233,0.53,0.42,0.01,0.04,0.53,0.01
"485","0333A",1108,28,138,1254,50,"R",1254,2528,0.5,0.44,0.01,0.05,0.5,0.02
"486","0333B",6,0,0,8,0,"R",8,14,0.57,0.43,0,0,0.57,0
"487","0334",2918,41,180,1564,18,"D",2918,4703,0.62,0.62,0.01,0.04,0.33,0
"488","0335",2703,67,199,3957,26,"R",3957,6926,0.57,0.39,0.01,0.03,0.57,0
"489","0336",7042,127,347,1985,37,"D",7042,9501,0.74,0.74,0.01,0.04,0.21,0
"490","0337",4865,81,442,4706,118,"D",4865,10094,0.48,0.48,0.01,0.04,0.47,0.01
"491","0338",4900,88,258,2708,46,"D",4900,7954,0.62,0.62,0.01,0.03,0.34,0.01
"492","0339",2719,57,212,1707,48,"D",2719,4695,0.58,0.58,0.01,0.05,0.36,0.01
"493","0340",3790,72,269,3261,55,"D",3790,7392,0.51,0.51,0.01,0.04,0.44,0.01
"494","0341",1864,33,130,1795,40,"D",1864,3822,0.49,0.49,0.01,0.03,0.47,0.01
"495","0342",4368,104,226,1154,46,"D",4368,5852,0.75,0.75,0.02,0.04,0.2,0.01
"496","0343",4416,105,335,4075,115,"D",4416,8931,0.49,0.49,0.01,0.04,0.46,0.01
"497","0344",4029,72,191,2844,106,"D",4029,7136,0.56,0.56,0.01,0.03,0.4,0.01
"498","0345",1966,17,75,1577,22,"D",1966,3635,0.54,0.54,0,0.02,0.43,0.01
"499","0346",1035,18,123,2172,22,"R",2172,3348,0.65,0.31,0.01,0.04,0.65,0.01
"500","0347",2575,40,190,2046,32,"D",2575,4851,0.53,0.53,0.01,0.04,0.42,0.01
"501","0348",405,5,48,1023,5,"R",1023,1481,0.69,0.27,0,0.03,0.69,0
"502","0349",3114,67,242,1941,73,"D",3114,5364,0.58,0.58,0.01,0.05,0.36,0.01
"503","0350",3729,88,316,2694,52,"D",3729,6827,0.55,0.55,0.01,0.05,0.39,0.01
"504","0351",1931,39,205,2919,44,"R",2919,5094,0.57,0.38,0.01,0.04,0.57,0.01
"505","0352",2531,67,187,2246,25,"D",2531,5031,0.5,0.5,0.01,0.04,0.45,0
"506","0353",1921,16,42,352,1,"D",1921,2331,0.82,0.82,0.01,0.02,0.15,0
"507","0354",3517,56,242,1553,65,"D",3517,5368,0.66,0.66,0.01,0.05,0.29,0.01
"508","0355",922,9,10,99,3,"D",922,1040,0.89,0.89,0.01,0.01,0.1,0
"509","0356",3472,62,239,1986,62,"D",3472,5759,0.6,0.6,0.01,0.04,0.34,0.01
"510","0357",943,29,118,1763,35,"R",1763,2853,0.62,0.33,0.01,0.04,0.62,0.01
"511","0358",3739,73,282,3074,29,"D",3739,7168,0.52,0.52,0.01,0.04,0.43,0
"512","0359",4148,81,236,2419,35,"D",4148,6884,0.6,0.6,0.01,0.03,0.35,0.01
"513","0360",3655,78,300,1872,55,"D",3655,5905,0.62,0.62,0.01,0.05,0.32,0.01
"514","0361",1919,29,91,653,26,"D",1919,2692,0.71,0.71,0.01,0.03,0.24,0.01
"515","0362",2697,55,209,2750,66,"R",2750,5711,0.48,0.47,0.01,0.04,0.48,0.01
"516","0363",2435,37,140,1375,44,"D",2435,3987,0.61,0.61,0.01,0.04,0.34,0.01
"517","0364",2474,48,183,1757,24,"D",2474,4462,0.55,0.55,0.01,0.04,0.39,0.01
"518","0365",1788,44,100,750,15,"D",1788,2682,0.67,0.67,0.02,0.04,0.28,0.01
"519","0366",3493,60,250,1352,59,"D",3493,5155,0.68,0.68,0.01,0.05,0.26,0.01
"520","0367",3242,50,267,1817,66,"D",3242,5376,0.6,0.6,0.01,0.05,0.34,0.01
"521","0368",1427,21,106,1119,30,"D",1427,2673,0.53,0.53,0.01,0.04,0.42,0.01
"522","0369",1889,45,254,2895,77,"R",2895,5083,0.57,0.37,0.01,0.05,0.57,0.02
"523","0370",2202,75,295,4466,75,"R",4466,7038,0.63,0.31,0.01,0.04,0.63,0.01
"524","0371",1396,41,148,2369,30,"R",2369,3954,0.6,0.35,0.01,0.04,0.6,0.01
"525","0372",1055,25,87,829,12,"D",1055,1996,0.53,0.53,0.01,0.04,0.42,0.01
"526","0373",1127,28,135,2491,22,"R",2491,3781,0.66,0.3,0.01,0.04,0.66,0.01
"527","0374",2108,32,247,2265,73,"R",2265,4652,0.49,0.45,0.01,0.05,0.49,0.02
"528","0375",1034,17,53,843,3,"D",1034,1947,0.53,0.53,0.01,0.03,0.43,0
"529","0376",643,8,23,402,2,"D",643,1076,0.6,0.6,0.01,0.02,0.37,0
"530","0377",465,18,81,1416,5,"R",1416,1980,0.72,0.23,0.01,0.04,0.72,0
"531","0378",375,17,43,599,8,"R",599,1034,0.58,0.36,0.02,0.04,0.58,0.01
"532","0379",1942,30,147,2412,50,"R",2412,4531,0.53,0.43,0.01,0.03,0.53,0.01
"533","0380",1588,16,119,1503,37,"D",1588,3226,0.49,0.49,0,0.04,0.47,0.01
"534","0381",1861,20,81,2445,29,"R",2445,4407,0.55,0.42,0,0.02,0.55,0.01
"535","0382",220,5,22,381,1,"R",381,628,0.61,0.35,0.01,0.04,0.61,0
"536","0383",772,12,23,338,6,"D",772,1145,0.67,0.67,0.01,0.02,0.3,0.01
"537","0384",1229,7,20,300,9,"D",1229,1556,0.79,0.79,0,0.01,0.19,0.01
"538","0385",515,12,42,1080,11,"R",1080,1649,0.65,0.31,0.01,0.03,0.65,0.01
"539","0386",567,8,31,1441,10,"R",1441,2047,0.7,0.28,0,0.02,0.7,0
"540","0387",736,13,57,1628,13,"R",1628,2434,0.67,0.3,0.01,0.02,0.67,0.01
"541","0388",1852,21,103,1548,26,"D",1852,3524,0.53,0.53,0.01,0.03,0.44,0.01
"542","0389",845,21,43,182,4,"D",845,1091,0.77,0.77,0.02,0.04,0.17,0
"543","0390",830,17,25,88,2,"D",830,960,0.86,0.86,0.02,0.03,0.09,0
"544","0391",594,18,41,722,6,"R",722,1375,0.53,0.43,0.01,0.03,0.53,0
"545","0392",1675,30,152,2295,48,"R",2295,4152,0.55,0.4,0.01,0.04,0.55,0.01
"546","0393",339,10,44,283,2,"D",339,676,0.5,0.5,0.01,0.07,0.42,0
"547","0394",1831,24,132,3516,52,"R",3516,5503,0.64,0.33,0,0.02,0.64,0.01
"548","0395",987,22,144,2264,48,"R",2264,3417,0.66,0.29,0.01,0.04,0.66,0.01
"549","0396",2095,14,63,1932,17,"D",2095,4104,0.51,0.51,0,0.02,0.47,0
"550","0397",195,3,9,106,0,"D",195,313,0.62,0.62,0.01,0.03,0.34,0
"551","0398",1442,33,79,1091,5,"D",1442,2645,0.55,0.55,0.01,0.03,0.41,0
"552","0399",1195,21,49,681,11,"D",1195,1946,0.61,0.61,0.01,0.03,0.35,0.01
"553","03WS",123,3,13,702,1,"R",702,841,0.83,0.15,0,0.02,0.83,0
"554","04-1",57,1,6,529,1,"R",529,593,0.89,0.1,0,0.01,0.89,0
"555","04-2",200,8,23,1381,4,"R",1381,1612,0.86,0.12,0,0.01,0.86,0
"556","04-3",248,7,35,1560,4,"R",1560,1850,0.84,0.13,0,0.02,0.84,0
"557","04-4",39,0,8,394,3,"R",394,441,0.89,0.09,0,0.02,0.89,0.01
"558","04/6",165,3,6,412,0,"R",412,586,0.7,0.28,0.01,0.01,0.7,0
"559","0400",1337,30,153,3614,37,"R",3614,5134,0.7,0.26,0.01,0.03,0.7,0.01
"560","0401",8581,151,766,17930,191,"R",17930,27428,0.65,0.31,0.01,0.03,0.65,0.01
"561","0402",10068,235,898,15449,175,"R",15449,26650,0.58,0.38,0.01,0.03,0.58,0.01
"562","0403",6322,160,634,13147,146,"R",13147,20263,0.65,0.31,0.01,0.03,0.65,0.01
"563","0404",8300,164,873,19755,209,"R",19755,29092,0.68,0.29,0.01,0.03,0.68,0.01
"564","0404A",1316,26,88,752,24,"D",1316,2182,0.6,0.6,0.01,0.04,0.34,0.01
"565","0405",5849,120,564,11528,127,"R",11528,18061,0.64,0.32,0.01,0.03,0.64,0.01
"566","0405A",290,15,52,1556,18,"R",1556,1913,0.81,0.15,0.01,0.03,0.81,0.01
"567","0405B",23,0,4,136,2,"R",136,163,0.83,0.14,0,0.02,0.83,0.01
